"","name","degree","degree_in","degree_out","eigen","community"
"3024","American Association for Cancer Research",4,4,0,8.31011176556667e-06,"11"
"3025","American Institute for Cancer Research",1,1,0,6.68836343249369e-06,"11"
"3026","CURE Foundation",1,1,0,6.6883634324938e-06,"11"
"3027","Conquer Cancer Foundation",2,2,0,6.6883634324929e-06,"7"
"3028","Cyclacel Pharmaceuticals, Inc.",1,1,0,6.68836343249404e-06,"11"
"3029","Damon Runyon Cancer Research Foundation",3,3,0,8.8732473881087e-06,"7"
"3030","Gateway for Cancer Research",8,8,0,1.5717693593643e-05,"11"
"3031","MOUNT SINAI HOSPITAL",3,3,0,1.01567480509396e-05,"6"
"3032","Millennium Pharmaceuticals, Inc.",8,8,0,0.000115815850671544,"7"
"3033","Myriad Genetics, Inc.",2,2,0,0.000115966202512487,"11"
"3034","North Shore Medical Center",3,3,0,1.38402129095997e-05,"11"
"3035","Paxman Coolers Limited",1,1,0,6.68836343249416e-06,"11"
"3036","Puma Biotechnology, Inc.",9,9,0,0.00729609462782584,"7"
"3037","Roche Global Development",1,1,0,6.6883634324938e-06,"11"
"3038","Spaulding Rehabilitation Hospital",1,1,0,6.68836343249398e-06,"11"
"3039","Synta Pharmaceuticals Corp.",3,3,0,1.44513996688961e-05,"7"
"3040","Terri Brodeur Breast Cancer Foundation",1,1,0,6.68836343249404e-06,"11"
"3041","Tesaro, Inc.",7,7,0,2.15260529563299e-05,"11"
"3042","Texas Oncology Cancer Center",1,1,0,6.68836343249373e-06,"11"
"3043","The Comprehensive and Integrative Medicine Institute of South Korea",1,1,0,2.00650902974818e-05,"11"
"3044","University of Massachusetts, Boston",1,1,0,6.68836343249405e-06,"11"
"3045","World Cancer Research Fund International",2,2,0,6.9498750262422e-06,"16"
"3046","Indikator - Institutet för kvalitetsindikatorer",1,1,0,5.43974142858536e-10,"13"
"3047","Universidade do Vale do Sapucai",2,2,0,0,"100"
"3048","Austrian Society Of Surgical Oncology",1,1,0,0,"10"
"3049","Dako",1,1,0,1.10604470165862e-05,"13"
"3050","Danish Center for Interventional Research in Radiation Oncology (CIRRO)",2,2,0,2.2121137947827e-05,"13"
"3051","Fonden Til Fremme af Klinisk- Eksperimentel Cancerforskning",1,1,0,1.10604470165861e-05,"13"
"3052","The Danish Medical Research Council",1,1,0,1.10604470165859e-05,"13"
"3053","Region Sjælland",1,1,0,1.41559072324818e-06,"13"
"3054","Ringsted sygehus",1,1,0,1.41559072324861e-06,"13"
"3055","Children's Hospital of Chongqing Medical University",1,1,0,8.29445557911822e-12,"1"
"3056","Dartmouth Cancer Center",1,1,0,1.64390601088125e-08,"7"
"3057","Dartmouth College",4,4,0,1.72921893928765e-07,"7"
"3058","Hitchcock Foundation",1,1,0,1.64390601087996e-08,"7"
"3059","Norris Cotton Cancer Center",1,1,0,1.64390601087938e-08,"7"
"3060","The Pittsburgh Foundation",1,1,0,0,"7"
"3061","Theraclion SAS, Paris, France",1,1,0,0,"101"
"3062","Biostatistics Consulting, LLC",1,1,0,1.07678648690253e-20,"102"
"3063","Reed Technical Associates, LLC",1,1,0,0,"102"
"3064","GenSpera, Inc.",1,1,0,0,"5"
"3065","Clinical Trial Unit Ente Ospedaliero Cantonale",3,3,0,0,"10"
"3066","Third Affiliated Hospital of Third Military Medical University",1,1,0,0,"1"
"3067","German Research Foundation",5,5,0,1.67058500375859e-09,"5"
"3068","Pusan National University Yangsan Hospital",3,3,0,9.7341360708934e-15,"25"
"3069","Queen's University",3,3,0,5.31365258754505e-06,"6"
"3070","London Health Sciences Centre",4,4,0,2.7538385334128e-06,"6"
"3071","Duke Clinical Research Institute",1,1,0,0,"103"
"3072","The Cedars Cancer Institute",1,1,0,0,"104"
"3073","Louise & Alan Edwards Foundation",1,1,0,0,"6"
"3074","AlphaVax, Inc.",1,1,0,4.58642685295667e-07,"7"
"3075","City University of New York, School of Public Health",2,2,0,0.000640366791476856,"7"
"3076","Immunotope",1,1,0,4.58642685295618e-07,"7"
"3077","Ipsen",16,16,0,7.45426910768399e-05,"7"
"3078","Kinetic Concepts, Inc.",4,4,0,2.28297458677691e-06,"7"
"3079","National Institute for Biomedical Imaging and Bioengineering (NIBIB)",6,6,0,4.72104939687393e-06,"7"
"3080","Pillars4Life, Inc.",1,1,0,4.5864268529549e-07,"7"
"3081","William Marsh Rice University",2,2,0,4.58642685295265e-07,"7"
"3082","Singhealth Foundation",2,2,0,0,"21"
"3083","Immunicon",1,1,0,9.05453866244562e-09,"5"
"3084","Koningin Wilhelmina Fonds",3,3,0,6.37577481644432e-07,"5"
"3085","Landesklinkum Wiener Neustadt",1,1,0,0,"105"
"3086","Lymphoma Trials Office",1,1,0,2.70191237390725e-11,"28"
"3087","American College of Surgeons",5,5,0,0.0326464884806231,"7"
"3088","Centre Hospitalier Princesse Grace",1,1,0,0,"106"
"3089","Barcelona Clinic Hospital (HCB), Spain",1,1,0,0,"107"
"3090","Carlos III Health Institute (ISCIII), Spain",1,1,0,0,"107"
"3091","Fundacion Miguel Servet",1,1,0,0,"107"
"3092","Fundació Clínic per a la Recerca Biomèdica (FCRB), Spain",1,1,0,0,"107"
"3093","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS), Spain (IDIBAPS), Spain",1,1,0,0,"107"
"3094","Miguel Servet Foundation/Navarrabiomed, Spain",1,1,0,0,"107"
"3095","Navarre Health Research Institute (IdiSNA), Spain",1,1,0,0,"107"
"3096","Navarre University Hospital (HUN), Spain",1,1,0,0,"107"
"3097","Spanish Association of Gastroenterology (AEG)",1,1,0,0,"107"
"3098","Spanish Society of Digestive Endoscopy (SEED) Foundation",1,1,0,0,"107"
"3099","Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany",1,1,0,0,"5"
"3100","International Lymphoedema Framework",1,1,0,0,"28"
"3101","Lymphoedema Support Network",1,1,0,0,"28"
"3102","Mount Vernon Cancer Centre at Mount Vernon Hospital",1,1,0,0,"28"
"3103","University of Exeter",1,1,0,0,"28"
"3104","Abbott Diagnostics Division",1,1,0,5.46234510691826e-11,"1"
"3105","Gansu Provincial Hospital",3,3,0,1.68788430057313e-10,"1"
"3106","Guangzhou Burning Rock Bioengineering Co., Ltd",1,1,0,5.46234507979828e-11,"1"
"3107","Xiamen Traditional Chinese Medicine Co., Ltd.",1,1,0,5.46234507337887e-11,"1"
"3108","Pharma Consulting Group AB",1,1,0,0,"109"
"3109","Solasia Pharma K.K.",1,1,0,0,"109"
"3110","Bliss Biopharmaceutical (Hangzhou) Co., Ltd",1,1,0,7.97350670972656e-05,"11"
"3111","Eisai Limited",1,1,0,0.00015947013419453,"11"
"3112","PharmaBio Development Inc.",1,1,0,7.97350670972654e-05,"11"
"3113","Quintiles, Inc.",2,2,0,8.02841287814774e-05,"11"
"3114","ARMO BioSciences",1,1,0,2.36304673151417e-05,"5"
"3115","Flemish League Against Cancer",1,1,0,0,"110"
"3116","BBN Technologies",1,1,0,8.35778450810094e-08,"7"
"3117","Hematology/Oncology Pharmacy Association",1,1,0,8.35778450811852e-08,"7"
"3118","Lexicon Pharmaceuticals",1,1,0,8.3577845081185e-08,"7"
"3119","National Institute of Mental Health (NIMH)",2,2,0,3.09183940317176e-07,"7"
"3120","Schering-Plough",10,10,0,5.95213506031675e-05,"7"
"3121","Vaccinex Inc.",2,2,0,2.67574248488189e-07,"7"
"3122","Regulatory and Clinical Research Institute Inc",1,1,0,5.63801285672868e-08,"7"
"3123","Zenopharm",1,1,0,0,"111"
"3124","Politecnico di Milano",2,2,0,1.36650723910031e-10,"10"
"3125","ASZ Aalst",2,2,0,1.01459817961862e-08,"12"
"3126","AZ Sint-Jan AV",2,2,0,3.82951673740964e-10,"12"
"3127","CHC Montlegia",1,1,0,3.68018754970596e-10,"12"
"3128","Albert Schweitzer hospital, Dordrecht, the Netherlands",1,1,0,3.85652913729485e-07,"16"
"3129","Capri Hartrevalidatie",1,1,0,3.85652913729588e-07,"16"
"3130","Dutch Pancreatic Cancer Group (DPCG)",1,1,0,3.85652913729627e-07,"16"
"3131","Ethicon Endo-Surgery",6,6,0,2.18588850743641e-06,"4"
"3132","Franciscus Gasthuis and Vlietland Hospital, Rotterdam and Schiedam, the Netherlands",1,1,0,3.8565291372924e-07,"16"
"3133","Maasstad hospital, Rotterdam, the Netherlands",1,1,0,3.85652913729421e-07,"16"
"3134","Maastro Clinic, The Netherlands",2,2,0,7.4360972430234e-07,"16"
"3135","Rijndam Revalidatiecentrum",1,1,0,3.85652913729568e-07,"16"
"3136","Stichting BeterKeten, the Netherlands",1,1,0,3.8565291372928e-07,"16"
"3137","Tata Memorial Centre",1,1,0,3.85652913729512e-07,"16"
"3138","COSMEDICAL",1,1,0,0,"112"
"3139","Beijing Kejing Biotechnology Corp.",1,1,0,0,"113"
"3140","Ankara Medipol University",1,1,0,0,"114"
"3141","Aysgarth Statistics",1,1,0,0,"115"
"3142","Physicians World GmbH",1,1,0,0,"115"
"3143","Johnson & Johnson Medical, China",2,2,0,1.76330500923566e-10,"24"
"3144","AGO-B",2,2,0,0,"28"
"3145","AWOgyn",1,1,0,0,"28"
"3146","Claudia von Schilling Foundation for Breast Cancer Research",1,1,0,0,"28"
"3147","Ehmann-Stiftung Savognin",1,1,0,0,"28"
"3148","iBRA-NET",1,1,0,0,"28"
"3149","ONIRIS",1,1,0,0,"17"
"3150","Ente Ospedaliero Ospedali Galliera",1,1,0,4.74247469098579e-10,"10"
"3151","Fondazione Umberto Veronesi",1,1,0,4.74247468675721e-10,"10"
"3152","Foundation for Research and Technology - Hellas",1,1,0,4.74247469251498e-10,"10"
"3153","Hebrew University of Jerusalem",1,1,0,4.74247468935237e-10,"10"
"3154","IceCure Medical Ltd.",1,1,0,4.74247468941114e-10,"10"
"3155","Institute of Communications and Computer Systems, Athens, Greece",1,1,0,4.7424746903919e-10,"10"
"3156","Istituto Nazionale Tumori IRCCS - Fondazione G. Pascale",2,2,0,4.74308399120005e-10,"10"
"3157","Janssen-Cilag International NV",1,1,0,4.74247468592871e-10,"10"
"3158","Ministero della Salute, Italy",2,2,0,5.69414354449655e-10,"10"
"3159","NHG CONSULTING OY",1,1,0,4.74247469104942e-10,"10"
"3160","Noona Healthcare",2,2,0,6.9176907489275e-10,"142"
"3161","SINGULARLOGIC",1,1,0,4.74247468922753e-10,"10"
"3162","ALMANAC Trialists Group",1,1,0,0.000163696349131041,"5"
"3163","Arbeitsgemeinschaft fur Internistische Onkologie",6,6,0,0.000163696490147384,"5"
"3164","Arbeitsgruppe Lebermetastasen und Tumoren",1,1,0,0.000327392698262082,"5"
"3165","Australia and New Zealand Sarcoma Association",1,1,0,0.000163696349131041,"5"
"3166","Borstkanker Onderzoeksgroup Nederland",1,1,0,0.000163696349131041,"5"
"3167","Central and Eastern European Oncology Group",1,1,0,0.000163696349131041,"5"
"3168","Danish Head and Neck Cancer Group",1,1,0,0.000163696349131041,"5"
"3169","Dutch Colorectal Cancer Group (DCCG) (DCCG)",1,1,0,0.000163696349131041,"5"
"3170","EORTC GI Group (EORTC 40023)",1,1,0,0.000163696349131041,"5"
"3171","Egyptian Foundation For Cancer Research",1,1,0,0.000163696349131041,"5"
"3172","European Society of Surgical Oncology",2,2,0,0.000327393256339358,"5"
"3173","Fondation Francaise de Cancerologie Digestive",2,2,0,0.00016799853866026,"5"
"3174","GCCD-APIO - Grupo Cooperativo do Cancro Digestivo da Associação Portuguesa de Investigação",1,1,0,0.000163696349131041,"5"
"3175","GOCCI - Gruppo Oncologico Chirurgico Cooperativo Italiano",1,1,0,0.000163696349131041,"5"
"3176","GOIRC - Gruppo Oncologico Italiano di Ricerca Clinica",1,1,0,0.000163696349131041,"5"
"3177","Grupo Espanol de Investigacion en Sarcomas",1,1,0,0.000163696349131041,"5"
"3178","Grupo Oncologico Cooperativo Chileno de Investigation",1,1,0,0.000163696349131041,"5"
"3179","International Collaborative Cancer Group",2,2,0,0.000422363528172623,"5"
"3180","Italian Sarcoma Group",1,1,0,0.000163696349131041,"5"
"3181","Menarini Group",2,2,0,0.000245062503510742,"28"
"3182","Oncológica",1,1,0,0.000163696349131041,"5"
"3183","Onkologie",1,1,0,0.000163696349131041,"5"
"3184","SG - Scandinavian Group",1,1,0,0.000163696349131041,"5"
"3185","SUCCESS",1,1,0,0.000163696349131041,"5"
"3186","Swedish Association of Breast Oncologists",1,1,0,0.000327392698262082,"5"
"3187","Swedish Breast Cancer Group",7,7,0,0.000163833831050732,"13"
"3188","TTD - Grupo Español para el Tratamiento de Tumores Digestivos",1,1,0,0.000163696349131041,"5"
"3189","The European Society for Hyperthermic Oncology",1,1,0,0.000163696349131041,"5"
"3190","Children's Cancer and Leukaemia Group",3,3,0,2.13631632792266e-09,"28"
"3191","Cooperative Weichteilsarkom Studie",1,1,0,0,"28"
"3192","Dutch Childhood Oncology Group",1,1,0,0,"28"
"3193","Italian Association for Pediatric Hematology Oncology",2,2,0,0,"28"
"3194","Premier Research Group plc",3,3,0,1.27983717012575e-06,"5"
"3195","Bucheon St. Mary's Hospital",1,1,0,9.2392941198214e-16,"25"
"3196","Chonnam National University Hospital",6,6,0,1.71814143838739e-13,"25"
"3197","DongGuk University",1,1,0,9.24018058171004e-16,"25"
"3198","Eulji University Hospital",1,1,0,9.24172050335554e-16,"25"
"3199","Hallym University Kangnam Sacred Heart Hospital",1,1,0,9.2434036000855e-16,"25"
"3200","Jeju National University Hospital",1,1,0,9.24150342759626e-16,"25"
"3201","Pusan National University Hospital",3,3,0,2.79157331956152e-14,"25"
"3202","F!ght Colorectal Cancer",1,1,0,8.78065685106519e-13,"7"
"3203","Knight Therapeutics",1,1,0,4.38679727355763e-08,"6"
"3204","Peking University Eye Center",1,1,0,0,"1"
"3205","Shanghai 6th People's Hospital",3,3,0,1.31967737621396e-09,"1"
"3206","Shanghai Municipal Science and Technology Commission",2,2,0,6.14355374166498e-10,"1"
"3207","Tianjin Medical University Eye Hospital",1,1,0,0,"1"
"3208","Zhongshan Ophthalmic Center, Sun Yat-sen University",2,2,0,5.46733835136647e-11,"1"
"3209","Deutsche Rentenversicherung",1,1,0,0,"116"
"3210","Universität Münster",1,1,0,0,"116"
"3211","Conselho Nacional de Desenvolvimento Científico e Tecnológico",3,3,0,2.19472912114192e-08,"4"
"3212","Fundação de Amparo à Pesquisa do estado de Minas Gerais",1,1,0,0,"4"
"3213","Mater Dei Hospital, Brazil",1,1,0,0,"4"
"3214","Fondation ARCAD",2,2,0,1.9416652661134e-05,"5"
"3215","Pierre Fabre Laboratories",6,6,0,0.000167962993385626,"5"
"3216","Ospedali dei Colli",1,1,0,5.60458138350897e-10,"10"
"3217","South Australian Health and Medical Research Institute",1,1,0,0,"21"
"3218","A Glimmer of Hope Foundation",1,1,0,0,"7"
"3219","Affiliated Hospital of Shaanxi University of traditional Chinese Medicine",1,1,0,8.90308417400233e-11,"1"
"3220","Ankang Central Hospital",1,1,0,8.90308417077525e-11,"1"
"3221","Ankang Hospital of Traditional Chinese Medicine",1,1,0,8.90308415770804e-11,"1"
"3222","Central Railway Group of Xi'an Central Hospital",1,1,0,8.90308416874814e-11,"1"
"3223","Health Science Center of Xi'an Jiaotong University",3,3,0,1.03065457671301e-10,"1"
"3224","Nanchang University",2,2,0,1.00539348665532e-10,"1"
"3225","Nanjing Legend Biotech Co.",2,2,0,8.90308410947211e-11,"153"
"3226","Ningxia Medical University",2,2,0,1.1775677379029e-10,"1"
"3227","Second Affiliated Hospital of Xi'an Jiaotong University",1,1,0,8.90308415093537e-11,"1"
"3228","Shaanxi Hospital of Traditional Chinese Medicine",2,2,0,9.3491131536089e-11,"1"
"3229","Shaanxi Provincial People's Hospital",1,1,0,1.78061682479231e-10,"1"
"3230","Shaanxi University of Chinese Medicine",1,1,0,8.90308417371427e-11,"1"
"3231","The Third Affiliated Hospital of Beijing University",1,1,0,8.90308415863439e-11,"1"
"3232","Weinan Central Hospital",1,1,0,8.90308417899421e-11,"1"
"3233","Xi'an Hospital of Traditional Chinese Medicine",1,1,0,8.90308416546509e-11,"1"
"3234","Yan'an University Affiliated Hospital",1,1,0,8.90308413760626e-11,"1"
"3235","Guangdong ProCapZoom Biosciences Co., Ltd.",2,2,0,4.99899171295687e-12,"1"
"3236","First Affiliated Hospital of Xinjiang Medical University",6,6,0,8.77702043585403e-10,"1"
"3237","Ningbo No. 1 Hospital",3,3,0,1.11280635391065e-10,"1"
"3238","Shulan (Hangzhou) Hospital",2,2,0,2.11222902579003e-10,"1"
"3239","Yiwu Central Hospital",1,1,0,6.26218707807986e-11,"1"
"3240","Zhejiang Provincial Tongde Hospital",1,1,0,6.26218708020512e-11,"1"
"3241","Affiliated Hospital of Guangdong Medical University",4,4,0,2.89397423475498e-10,"1"
"3242","Affiliated Sanming First Hospital of Fujian Medical University",1,1,0,5.26042741002654e-11,"1"
"3243","Beijing Medical Award Foundation",1,1,0,5.26042738329057e-11,"1"
"3244","Fujian Provincial Hospital",5,5,0,8.92217788436795e-10,"1"
"3245","Guangdong Province, Department of Science and Technology",1,1,0,1.5781282094283e-10,"1"
"3246","Guangdong Women and Children Hospital",1,1,0,5.2604273684263e-11,"1"
"3247","Jieyang People's Hospital",4,4,0,7.09972861253361e-10,"1"
"3248","Lianjiang Pepole's Hospital, Lianjiang",1,1,0,5.26042738909829e-11,"1"
"3249","National Clinical Research Center for Cancer/Cancer Hospital & Shenzhen Hospital",1,1,0,5.26042738352732e-11,"1"
"3250","Peking University Shenzhen Hospital",4,4,0,2.28234109897382e-10,"1"
"3251","Second Affiliated Hospital, Sun Yat-Sen University",2,2,0,1.23451124737992e-10,"1"
"3252","The Affiliated Cancer Hospital of Xinjiang Medical University",1,1,0,5.26042738466479e-11,"1"
"3253","The Affiliated Cancer Hospital of Zhengzhou University",1,1,0,5.26042740461449e-11,"1"
"3254","The First Affiliated Hospital, Zhejiang University",1,1,0,5.26042738958631e-11,"1"
"3255","The Fourth Hospital of Hebei Medical University",2,2,0,6.73047877483194e-11,"1"
"3256","The Second Affiliated Hospital, Guangzhou Medical University",1,1,0,5.26042736785733e-11,"1"
"3257","The Seventh Affiliated Hospital of Sun Yat-sen University",2,2,0,5.26042736891947e-11,"1"
"3258","The Third Affiliated Hospital of Kunming Medical University",1,1,0,5.26042737986333e-11,"1"
"3259","The Third Hospital of Nanchang City",1,1,0,5.26042740338031e-11,"1"
"3260","Zhanjiang Central Hospital",1,1,0,5.26042736671439e-11,"1"
"3261","Zhuhai Hospital of Integrated Traditional Chinese and Western Medicine",1,1,0,5.26042740356407e-11,"1"
"3262","Affiliated Hospital of Hebei University of Engineering",1,1,0,3.66706449853797e-11,"1"
"3263","Chaoyang Central Hospital",2,2,0,7.94353068397434e-11,"1"
"3264","First Hospital of Jinzhou Medical University",1,1,0,3.66706449011883e-11,"1"
"3265","Fourth People's Hospital of Shenyang",1,1,0,3.66706449814833e-11,"1"
"3266","General Hospital of Benxi Steel & Iron (Group) Co., Ltd",1,1,0,3.66706450460966e-11,"1"
"3267","Second Hospital of Jilin University",8,8,0,1.39130285191503e-09,"1"
"3268","The Affiliated Zhongshan Hospital of Dalian University",2,2,0,6.51026018817928e-10,"1"
"3269","The Fifth People's Hospital of Shenyang",1,1,0,3.66706450390645e-11,"1"
"3270","The General Hospital of Fushun Mining Bureau",1,1,0,7.3341289463162e-11,"1"
"3271","The fourth People's Hospital of Changzhou",1,1,0,7.33412900770766e-11,"1"
"3272","Zhongda Hospital",3,3,0,1.52798771813971e-10,"1"
"3273","University of Toledo Health Science Campus",1,1,0,0,"117"
"3274","Ontario Bioscience Innovation Organization",1,1,0,0,"6"
"3275","Navitas Clinical Research, Inc",1,1,0,7.5336711500356e-16,"25"
"3276","AISF (Associazione Italiana per lo Studio del Fegato)",1,1,0,4.75834426471134e-11,"10"
"3277","ARNAS Civico Di Cristina Benfratelli Hospital",1,1,0,4.7583442861675e-11,"10"
"3278","Azienda Ospedaliera Universitaria Policlinico Paolo Giaccone Palermo",1,1,0,4.75834425121167e-11,"10"
"3279","Azienda Policlinico Umberto I",2,2,0,4.76139084103361e-11,"10"
"3280","Azienda Socio Sanitaria Territoriale di Mantova",1,1,0,9.51668854204275e-11,"10"
"3281","Azienda Usl di Bologna",2,2,0,3.59184802371257e-09,"10"
"3282","Basilicata Region",1,1,0,4.75834428522966e-11,"10"
"3283","CNT (Centro Nazionale Trapianti)",1,1,0,4.75834427798505e-11,"10"
"3284","Centro de Investigación en Nanomateriales y Nanotecnología (CINN)",1,1,0,4.75834425771241e-11,"10"
"3285","Fondazione Vita e Salute",1,1,0,4.75834426658312e-11,"10"
"3286","IRCCS Cancer Referral Center of Basilicata",2,2,0,4.75834424331682e-11,"10"
"3287","Istituto Di Ricerche Farmacologiche Mario Negri",1,1,0,4.75834426195849e-11,"10"
"3288","Lega Italiana per la Lotta contro i Tumori",1,1,0,4.75834425815825e-11,"10"
"3289","Morgagni Pierantoni Hospital",3,3,0,4.87878581341427e-11,"10"
"3290","NITp (Nord Italia Transplant project)",1,1,0,4.75834429141655e-11,"10"
"3291","OCST (Organizzazione Centro Sud Trapianti)",1,1,0,4.75834430861391e-11,"10"
"3292","Ospedale Carlo Poma - Mantova",2,2,0,4.87878586992825e-11,"10"
"3293","Ospedale Città di Castello- Perugia",1,1,0,4.75834425675291e-11,"10"
"3294","Presidio Ospedaliero Unico Santa Maria della Misericordia, Urbino",1,1,0,4.75834427506666e-11,"10"
"3295","University Of Perugia",1,1,0,4.75834426503102e-11,"10"
"3296","University of Urbino Carlo Bo",1,1,0,4.7583442923267e-11,"10"
"3297","Amsterdam UMC location University of Amsterdam",1,1,0,3.54426458077076e-09,"10"
"3298","Amsterdam UMC location University of Amsterdam, Amsterdam, the Netherlands",1,1,0,3.54426458067082e-09,"10"
"3299","Antoine Béclère Hospital Paris",1,1,0,3.54426458085084e-09,"10"
"3300","Antoine Béclère Hospital, Paris, France",1,1,0,3.54426458079203e-09,"10"
"3301","Azienda Ospedaliero-Universitaria di Modena",1,1,0,3.54426458059089e-09,"10"
"3302","Centre Hospitalier du Luxembourg",3,3,0,3.88539101704492e-09,"10"
"3303","Clinica Universidad de Navarra Pamplona",1,1,0,7.08852916103485e-09,"10"
"3304","Groeninge Hospital Kortrijk",1,1,0,3.54426458063387e-09,"10"
"3305","Groeninge Hospital, Kortrijk, Belgium",1,1,0,3.54426458080922e-09,"10"
"3306","Hospital Doctor Josep Trueta de Girona",1,1,0,3.54426458066568e-09,"10"
"3307","Hospital Doctor Josep Trueta de Girona, Girona, Catalonia, Spain",1,1,0,3.54426458085077e-09,"10"
"3308","Institut Mutualiste Montsouris, Université Paris Descartes, Paris, France",1,1,0,3.54426458058004e-09,"10"
"3309","King's College Hospital NHS Trust",1,1,0,3.54426458061536e-09,"10"
"3310","Klinikum Saarbrücken, Klinik für Allgemein-, Viszeral- und Thoraxchirurgie, Chirurgische Onkologie",1,1,0,3.54426458081507e-09,"10"
"3311","Mauriziano Umberto I Hospital",1,1,0,3.54426458057292e-09,"10"
"3312","Moscow Clinical Research Centre",1,1,0,3.54426458092433e-09,"10"
"3313","Moscow Clinical Research Centre, Moscow, Russia",1,1,0,3.54426458081815e-09,"10"
"3314","Oslo University Hospital and Institute of Medicine",1,1,0,3.54426458069074e-09,"10"
"3315","Oslo University Hospital and Institute of Medicine, University of Oslo, Oslo, Norway",1,1,0,3.54426458073237e-09,"10"
"3316","Ospedali Riuniti Ancona",1,1,0,3.5442645806702e-09,"10"
"3317","Padua University Hospital, Padua, Italy",1,1,0,3.54426458074784e-09,"10"
"3318","Riuniti Hospital Polytechnic University of Marche Ancona",1,1,0,3.54426458059957e-09,"10"
"3319","Riuniti Hospital, Polytechnic University of Marche, Ancona, Italy",1,1,0,3.54426458087581e-09,"10"
"3320","Umberto I Mauriziano Hospital Turin",1,1,0,7.08852916148944e-09,"10"
"3321","University Hospital Birmingham NHS Foundation Trust",1,1,0,3.54426458068402e-09,"10"
"3322","University Hospital Padova",1,1,0,7.08852916163028e-09,"10"
"3323","University Hospital Southampton NHS Foundation Trust, Southampton, United Kingdom",1,1,0,3.54426458054761e-09,"10"
"3324","University of California San Francisco, California, USA",1,1,0,3.54426458077766e-09,"10"
"3325","University of Modena and Reggio Emilia, Modena, Italy",1,1,0,3.54426458074158e-09,"10"
"3326","University of Navarrra Hospital (Clinica Universitaria)",2,2,0,3.54426458084521e-09,"24"
"3327","University of Verona, Verona, Italy",1,1,0,3.54426458079493e-09,"10"
"3328","Università Cattolica del Sacro Cuore-IRCCS Rome",1,1,0,7.08852916168122e-09,"10"
"3329","Virginia Mason Medical Center, Seattle, USA",1,1,0,3.5442645806182e-09,"10"
"3330","Ziekenhuis Oost-Limburg",3,3,0,7.9742123122576e-09,"12"
"3331","University of Bologna",2,2,0,4.44356109871497e-08,"10"
"3332","Fondazione Don Carlo Gnocchi Onlus",1,1,0,0,"118"
"3333","Vancouver General Hospital",1,1,0,0,"6"
"3334","Liuzhou Hospital of Traditional Chinese Medicine",1,1,0,2.18927553071519e-13,"119"
"3335","Liuzhou Maternity and Child Healthcare Hospital",1,1,0,3.28390259405897e-13,"119"
"3336","Abington Memorial Hospital",1,1,0,0.000639908148791561,"7"
"3337","Christiana Care Health Services",1,1,0,0.000639908148791562,"7"
"3338","The Cooper Health System",1,1,0,0.000639908148791562,"7"
"3339","Virtua Health",1,1,0,0.000639908148791562,"7"
"3340","Immunotec Inc.",2,2,0,4.55649004019383e-08,"6"
"3341","American College of Gastroenterology",2,2,0,3.6333084279716e-06,"7"
"3342","Horizon Pharma USA, Inc.",1,1,0,9.98323548907727e-11,"7"
"3343","Fu Jen Catholic University Hospital",1,1,0,0,"120"
"3344","Jinan University Guangzhou",2,2,0,0,"52"
"3345","Shengxin Biotechnology Institute, Beijing",1,1,0,0,"52"
"3346","Shenzhen Hank Bioengineering Institute",1,1,0,0,"52"
"3347","Affiliated Hospital of Jiangnan University",2,2,0,4.98141535305726e-10,"1"
"3348","Affiliated Hospital of Jiangsu University",2,2,0,3.52661001362765e-10,"1"
"3349","Anqing Municipal Hospital",2,2,0,2.73220468717046e-10,"1"
"3350","First People Hospital of Zhejiang",1,1,0,1.76330500579079e-10,"1"
"3351","Gansu Cancer Hospital",3,3,0,2.32090156939285e-10,"1"
"3352","GeneQuantum Healthcare (Suzhou) Co., Ltd.",1,1,0,1.76330500527137e-10,"1"
"3353","Guangzhou Burning Rock Dx Co., Ltd.",4,4,0,4.7740469730769e-10,"1"
"3354","Huadong Hospital",5,5,0,1.00458254425108e-09,"1"
"3355","Hunan Province Cancer Hospital and the Affiliated Cancer Hospital of Xiangya School of Medicine, Central South University",1,1,0,1.76330500460161e-10,"1"
"3356","Innovent Biologics (Suzhou) Co. Ltd.",9,9,0,1.23492461136618e-09,"1"
"3357","Istituto Superiore di Sanità",1,1,0,1.76330500475696e-10,"1"
"3358","Jiangyin People's Hospital",1,1,0,3.52661000479466e-10,"1"
"3359","Linyi People's Hospital",1,1,0,1.76330500306175e-10,"1"
"3360","Lishui hospital of Zhejiang University",2,2,0,2.73220468829825e-10,"1"
"3361","Ningbo Medical Center Lihuili Hospital",3,3,0,1.31967737673063e-09,"1"
"3362","Ningbo No.2 Hospital",1,1,0,3.52661001191291e-10,"1"
"3363","Northern Jiangsu People's Hospital",3,3,0,7.2086215668059e-10,"1"
"3364","Shanghai East Hospital",3,3,0,1.77057124747977e-10,"1"
"3365","Shanghai First Maternity and Infant Hospital",2,2,0,2.19882394730972e-08,"1"
"3366","Shanghai Ninth People's Hospital Affiliated to Shanghai Jiao Tong University",4,4,0,3.33319542686893e-10,"1"
"3367","Shanghai Weihe Medical Laboratory Co., Ltd.",1,1,0,3.52661000810556e-10,"1"
